Areas,Count,Month,Type,Year,Disease
Total,23,Total,Cases,2007,Pertussis
North Region,12,Total,Cases,2007,Pertussis
Zone: 1,8,Total,Cases,2007,Pertussis
Chiang Mai,1,Total,Cases,2007,Pertussis
Chiang Rai,1,Total,Cases,2007,Pertussis
Lampang,0,Total,Cases,2007,Pertussis
Lamphun,0,Total,Cases,2007,Pertussis
Mae Hong Son,0,Total,Cases,2007,Pertussis
Nan,6,Total,Cases,2007,Pertussis
Phayao,0,Total,Cases,2007,Pertussis
Phrae,0,Total,Cases,2007,Pertussis
Zone: 2,2,Total,Cases,2007,Pertussis
Phetchabun,1,Total,Cases,2007,Pertussis
Phitsanulok,0,Total,Cases,2007,Pertussis
Sukhothai,1,Total,Cases,2007,Pertussis
Tak,0,Total,Cases,2007,Pertussis
Uttaradit,0,Total,Cases,2007,Pertussis
Zone: 3,2,Total,Cases,2007,Pertussis
Kamphaeng Phet,0,Total,Cases,2007,Pertussis
Nakhon Sawan,1,Total,Cases,2007,Pertussis
Phichit,0,Total,Cases,2007,Pertussis
Uthai Thani,1,Total,Cases,2007,Pertussis
Central Region,3,Total,Cases,2007,Pertussis
Bangkok,0,Total,Cases,2007,Pertussis
Zone: 4,1,Total,Cases,2007,Pertussis
Ang Thong,0,Total,Cases,2007,Pertussis
Nonthaburi,0,Total,Cases,2007,Pertussis
P.Nakhon S.Ayutthaya,0,Total,Cases,2007,Pertussis
Pathum Thani,1,Total,Cases,2007,Pertussis
Zone: 5,0,Total,Cases,2007,Pertussis
Chai Nat,0,Total,Cases,2007,Pertussis
Lop Buri,0,Total,Cases,2007,Pertussis
Saraburi,0,Total,Cases,2007,Pertussis
Sing Buri,0,Total,Cases,2007,Pertussis
Zone: 6,0,Total,Cases,2007,Pertussis
Kanchanaburi,0,Total,Cases,2007,Pertussis
Nakhon Pathom,0,Total,Cases,2007,Pertussis
Ratchaburi,0,Total,Cases,2007,Pertussis
Suphan Buri,0,Total,Cases,2007,Pertussis
Zone: 7,1,Total,Cases,2007,Pertussis
Phetchaburi,0,Total,Cases,2007,Pertussis
Prachuap Khiri Khan,0,Total,Cases,2007,Pertussis
Samut Sakhon,0,Total,Cases,2007,Pertussis
Samut Songkhram,1,Total,Cases,2007,Pertussis
Zone: 8,1,Total,Cases,2007,Pertussis
